,train,val,test
TCGA-06-0133-01Z-00-DX1.47944c2e-fe0e-4d29-a7a5-2efc01d8dd94,False,True,False
TCGA-06-0168-01Z-00-DX2.ff5ffc86-6220-432b-bb9f-0c15bfa1a157,False,True,False
TCGA-06-0201-01Z-00-DX2.0371aa1e-fb00-4aea-abe8-ceb12a9db04f,False,True,False
TCGA-06-0152-01Z-00-DX3.4f78720a-e5ca-4ac4-bdaa-e3ec325ac6bd,False,True,False
TCGA-06-0178-01Z-00-DX5.7ab03a67-87f7-4e71-82fa-250518378f49,False,True,False
TCGA-06-0221-01Z-00-DX6.fb20aa5d-8011-481c-a7b6-44d0575f9e2e,False,True,False
TCGA-DU-7306-01Z-00-DX1.254D61E6-1AE1-43DE-AABB-9FDDAC1355D4,False,True,False
TCGA-06-0129-01Z-00-DX1.b7bddf7d-f39e-45e7-a78d-319d3a4d2dae,False,True,False
TCGA-DU-5851-01Z-00-DX1.ebd0a3a5-4127-4ec3-8ef2-2c77515e3266,False,True,False
TCGA-DU-7300-01Z-00-DX1.296EE79F-D449-4D0A-AF26-9D7F807BAE24,False,True,False
TCGA-DU-A6S6-01Z-00-DX1.24E0E59F-ADD0-430D-AC6D-F6FD73C60345,False,True,False
TCGA-DU-6410-01Z-00-DX1.468e7f40-088d-426a-9458-7079ebcacc98,False,True,False
TCGA-DU-A5TR-01Z-00-DX1.87D9C8FE-7163-4E84-BA81-2B02E0193377,False,True,False
TCGA-06-0750-01Z-00-DX4.50267490-2584-49d8-81c5-07c89090145b,False,False,True
TCGA-06-0206-01Z-00-DX4.c55f15a4-5091-4a92-841d-1339f497ea47,False,False,True
TCGA-06-0209-01Z-00-DX3.61264925-3a41-4400-8724-96261018ecfb,False,False,True
TCGA-06-0130-01Z-00-DX1.0391b65f-4e1d-4444-abb0-e5804606d461,False,False,True
TCGA-DU-A7TJ-01Z-00-DX1.25849F8A-8BA3-4DAD-B23D-0FA6144FC0D1,False,False,True
TCGA-DU-7290-01Z-00-DX1.6C7C6F04-43D1-43B4-A68D-677E25AD5627,False,False,True
TCGA-06-0187-01Z-00-DX2.87f7b94d-c9d3-4ed3-9bb3-2e37d810e2ea,False,False,True
TCGA-06-0879-01Z-00-DX1.644fc888-2c42-49dc-a461-072edd097f79,False,False,True
TCGA-06-1801-01Z-00-DX2.4244a136-5673-4082-a00a-e0ba19959c1d,False,False,True
TCGA-06-0210-01Z-00-DX3.4974dd3d-13bb-4200-ab3d-3dfd1dcffbb9,False,False,True
TCGA-06-1800-01Z-00-DX1.0d4be66a-1d7d-499c-9a87-e1849f76c1b7,False,False,True
TCGA-06-0145-01Z-00-DX5.1d9fc2de-a6f4-4484-9bb2-81b92a6674b1,False,False,True
TCGA-06-0189-01Z-00-DX1.1d688f71-dfa3-482e-98f8-d667201b50ed,False,False,True
TCGA-06-0188-01Z-00-DX7.f175e12e-b350-41a7-8dfa-3095909a7e04,False,False,True
TCGA-06-0124-01Z-00-DX4.d91f6ca6-dc38-46cc-9803-ec754acd65c4,False,False,True
TCGA-06-0686-01Z-00-DX2.a8bb8d8a-c768-4ef4-81ec-1172b8110c2f,False,False,True
TCGA-06-0154-01Z-00-DX4.6fda0714-6fd5-4955-ba9d-38681d19d4b6,False,False,True
TCGA-06-0195-01Z-00-DX1.c22cac2c-b46b-4731-ac79-cdc0d24b2461,False,False,True
TCGA-DU-5852-01Z-00-DX1.2abc3f8e-6ed5-4526-80b4-d84dc4d983b8,False,False,True
TCGA-06-0138-01Z-00-DX3.2767efef-7d5f-40ff-9b36-5329d0fa6829,False,False,True
TCGA-06-0875-01Z-00-DX2.4495f7d7-07a3-413f-902c-825360989993,False,False,True
TCGA-06-0124-01Z-00-DX2.b3bd2a52-1a9a-409e-8908-6a2f30878080,False,False,True
TCGA-06-0749-01Z-00-DX2.a57f0ede-6378-4e2a-b219-2fd6a36a4f65,False,False,True
TCGA-06-0195-01Z-00-DX4.9118166e-d483-455f-ba81-2a0cdfdc6ad7,False,False,True
TCGA-06-0154-01Z-00-DX1.e52d5443-e663-451f-8a1f-83ec5bb9a401,False,False,True
TCGA-06-0152-01Z-00-DX1.1fc06545-499a-45dc-8815-e987ba3b3630,False,False,True
TCGA-DU-8164-01Z-00-DX1.7a39faea-a8f4-4da9-a3e9-b899192445c8,False,False,True
TCGA-06-0156-01Z-00-DX4.38ef8900-41f7-4e9a-a687-03739b5e29f5,False,False,True
TCGA-06-0128-01Z-00-DX2.69815e48-000e-42cc-9ae0-f442100242a5,False,False,True
TCGA-DU-8167-01Z-00-DX1.9ec81b46-f1e9-4611-b018-74f398cb4e90,False,False,True
TCGA-DU-7007-01Z-00-DX1.DB64D884-B8AA-4540-BF6F-BF83B1D15A26,False,False,True
TCGA-06-0156-01Z-00-DX2.e1846804-6f1d-4941-866d-dc54278dbba0,False,False,True
TCGA-DU-6395-01Z-00-DX1.c2fa922a-48b9-46fe-87d3-ea18e925dd98,False,False,True
TCGA-06-0128-01Z-00-DX3.37955b76-3fbf-41c5-ba53-4444b5f8443e,False,False,True
TCGA-DU-6542-01Z-00-DX1.ccdb126c-5e8b-4094-9282-c2ea5d0d6a04,False,False,True
